path,original_path,filename,extension,size_bytes,sha256,content_type,title,author,year,language,domain,document_role,confidence,review_status,status,notes
research/transportation/speed-estimation/Uncalibrated camera approach for vehicle speed estimation using detection and tracking.pdf,Paper/Transportation/speed estimated/Uncalibrated camera approach for vehicle speed estimation using detection and tracking.pdf,Uncalibrated camera approach for vehicle speed estimation using detection and tracking.pdf,pdf,374919,168c9c65071b5e711d02ea197fc008ea756a516fa939ecff8b222909423a33f0,unknown,Uncalibrated camera approach for vehicle speed estimation using detection and tracking,"Donald Mouafo, Ulrich Biaou",2024,,transportation/speed-estimation,unknown,HIGH,,MIGRATED,
research/transportation/speed-estimation/Vehical Tracking and Speed Estimation of Moving Vehicles for Traffic Surveillance Applications.pdf,Paper/Transportation/speed estimated/Vehical Tracking and Speed Estimation of Moving Vehicles for Traffic Surveillance Applications.pdf,Vehical Tracking and Speed Estimation of Moving Vehicles for Traffic Surveillance Applications.pdf,pdf,1365471,a8a4ea5ff7d65f2409dc4f1b56efb8d86351f9da0b72a5fb9a9877d7bea69e33,unknown,Vehical Tracking and Speed Estimation of Moving Vehicles for Traffic Surveillance Applications,"Praveen M Dhulavvagol, Abhilash Desai, Renuka Ganiger",2017,,transportation/speed-estimation,unknown,HIGH,,MIGRATED,Original published typo 'Vehical' preserved.
research/transportation/speed-estimation/Vehicle Speed Estimation Using Computer Vision And Evolutionary Camera Calibration.pdf,Paper/Transportation/speed estimated/Vehicle Speed Estimation Using Computer Vision And Evolutionary Camera Calibration.pdf,Vehicle Speed Estimation Using Computer Vision And Evolutionary Camera Calibration.pdf,pdf,1241020,8c89dfdb2e3fd1cc2adfb1ec5c72f7ca30af06c23cea27e7d1c3391aeeb327cf,unknown,Vehicle Speed Estimation Using Computer Vision And Evolutionary Camera Calibration,"Hector Mejia, Esteban J. Palomo, Ezequiel López-Rubio, et al.",2021,,transportation/speed-estimation,unknown,HIGH,,MIGRATED,
research/transportation/speed-estimation/Vehicle Speed Estimation Using Consecutive Frame Approaches and Deep Image Homography for Image Rectification on Monocular Videos.pdf,Paper/Transportation/speed estimated/Vehicle Speed Estimation Using Consecutive Frame Approaches and Deep Image Homography for Image Rectification on Monocular Videos.pdf,Vehicle Speed Estimation Using Consecutive Frame Approaches and Deep Image Homography for Image Rectification on Monocular Videos.pdf,pdf,4489397,63e325330cdf38d2c7fbcd345514e0a11d3fb9e279d42df57906af8d694e094e,unknown,Vehicle Speed Estimation Using Consecutive Frame Approaches and Deep Image Homography for Image Rectification on Monocular Videos,"Dea Angelia Kamil, Wahyono, Agus Harjoko, Kang-Hyun Jo",2024,,transportation/speed-estimation,unknown,HIGH,,MIGRATED,
research/transportation/speed-estimation/Vehicle Speed Estimation Using Optical Flow on Traffic.pdf,Paper/Transportation/speed estimated/Vehicle Speed Estimation Using Optical Flow on Traffic.pdf,Vehicle Speed Estimation Using Optical Flow on Traffic.pdf,pdf,731268,46f00915b779902a5a3f94f84ba6f00c214fc0ef830cc8a6e292c14826c2aea3,unknown,Vehicle Speed Estimation Using Optical Flow on Traffic Video Under Day and Night Lighting Condition,"Ahmad Bramdimas Anggisa, Adhi Prahara",2021,,transportation/speed-estimation,unknown,HIGH,NEEDS_REVIEW,MIGRATED,Filename truncates real title.
research/transportation/speed-estimation/Vehicle Speed Estimation and Traffic Tracking System Using Machine Learning.pdf,Paper/Transportation/speed estimated/Vehicle Speed Estimation and Traffic Tracking System Using Machine Learning.pdf,Vehicle Speed Estimation and Traffic Tracking System Using Machine Learning.pdf,pdf,976215,47baccaa2b6cf98ecf295d3bdf1f2cec4db72c02b40d866b450e9cd061a87984,unknown,Vehicle Speed Estimation and Traffic Tracking System Using Machine Learning,"R. Sai Chandu, G. Venkata Krishna, T. Karthik, et al.",2022,,transportation/speed-estimation,unknown,MEDIUM,,MIGRATED,
research/transportation/speed-estimation/Vision-based vehicle speed estimation_ A survey.pdf,Paper/Transportation/speed estimated/Vision-based vehicle speed estimation_ A survey.pdf,Vision-based vehicle speed estimation_ A survey.pdf,pdf,1530199,ea62f5cc68122f64a8818e6d37aa4e945f1ee83a8665d8622e047844a47274a7,survey,Vision-based vehicle speed estimation: A survey,"David Fernández Llorca, Antonio Hernández Martínez, Iván García Daza",2021,,transportation/speed-estimation,unknown,HIGH,,MIGRATED,"Review/survey, distinct from the 15 primary research papers in this set."
career/professional-skills/hoang-trang-cach-trinh-bay-powerpoint.pdf,Presentation/CachtrinhbayPP-HTrang-v2-sinh hoạt Chuyên đề- ĐV cb SV-Đoàn TN.pdf,hoang-trang-cach-trinh-bay-powerpoint.pdf,pdf,3172891,18735d3b2505d9c6bfc46bda613b3a2177f63df5e6dc62cde4f3cdb799d923ba,slide-deck,Sinh Hoạt Chuyên Đề: Cách Trình Bày PowerPoint (Youth Union Student Chapter Seminar — How to Prepare a Presentation),"Hoàng Trang (hoangtrang@hcmut.edu.vn), Ho Chi Minh City University of Technology (HCMUT)",,vi,presentation-skills,reference-material,HIGH,,MIGRATED,"Confirmed via content: a presentation-skills guide (how to prepare/structure a PowerPoint) given by an HCMUT professor (Hoàng Trang, microchip design background) as part of a student Youth Union chapter's 'sinh hoạt chuyên đề' (special activity/seminar). NOT software-engineering content — it's a soft-skill/presentation-skills reference; folder name 'Presentation' matches its true nature (presentation skills), not 'giving a presentation about software'."
testing/domain-specific/(EN) HealthCare Domain Testing.pdf,Testing/(EN) HealthCare Domain Testing.pdf,(EN) HealthCare Domain Testing.pdf,pdf,226801,6184c7a6779c95cd37a6d72c33aaccc2452c804285e3d67b757ef1e0cd143b7c,documentation,HealthCare Domain Testing with Sample Test Cases,,,en,software-testing/domain-specific,reference-material,HIGH,,MIGRATED,Confirmed domain-testing reference guide (healthcare terminology + sample test cases). Filename already accurate.
testing/domain-specific/banking-exception-test-checklist.pdf,Testing/[Banking (Ngân hàng)] Danh Sách Kiểm Thử Ngoại lệ.pdf,banking-exception-test-checklist.pdf,pdf,108272,d6183b2e44772fac3ebeedae8d58dbb176ee23997692427f59a5585da3a71984,documentation,Danh Sách Kiểm Thử Ngoại Lệ - Banking (Banking Exception Test Checklist),,,vi,software-testing/domain-specific,reference-material,HIGH,,MIGRATED,"Confirmed: exception/edge-case test checklist for banking domain (login, registration, logout, password-reset scenarios). Filename diacritics/brackets hurt stable referencing."
programming/python/Everything_with_Pandas.pdf,Python/Everything_with_Pandas.pdf,Everything_with_Pandas.pdf,pdf,914442,9faee0e9722bc26784db3d7108f378fbb4ba0735a7d5a1a8afbf3985a7e9d073,cheatsheet,Reading and Writing Data with Pandas (Pandas cheatsheet),,,,programming/python,reference-material,HIGH,,MIGRATED,Pandas I/O cheatsheet (pd.read_*/to_* methods). Likely part of the well-known Pandas cheatsheet series (DataCamp-style); filename is descriptive enough.
artificial-intelligence/rag/Master RAG.pdf,RAG/Master RAG.pdf,Master RAG.pdf,pdf,16214186,19c6424b6ef52b9029c8eff3d22c20922cb1adf8aef92ae7817720add233c877,book,Mastering RAG: A comprehensive guide for building enterprise-grade RAG systems,"unknown (extracted text has font-encoding/cipher-like corruption, could not reliably recover author name)",,,artificial-intelligence/rag,source-material,MEDIUM,NEEDS_REVIEW,MIGRATED,"pdftotext output was garbled/substitution-cipher-like (custom font subsetting issue in the PDF itself, not a tool error) — title recovered but author/date could not be reliably extracted from this pass; needs a follow-up extraction attempt (e.g. render-and-OCR) before finalizing full metadata."
artificial-intelligence/rag/RAG Architectures for AI Engineers.pdf,RAG/RAG Architectures for AI Engineers.pdf,RAG Architectures for AI Engineers.pdf,pdf,382075,483187ba83f68b6f6a31da0dd9148d4c7605125c0528f21e476856148ca8b4eb,book,RAG Architectures for AI Engineers: Interview Questions & Implementation Cheatsheets,Lamhot Siagian,2026,en,artificial-intelligence/rag,source-material,HIGH,,MIGRATED,"Confirmed self-published book, Feb 2026, by Lamhot Siagian (PhD student/AI Evaluation Engineer). Filename accurate."
artificial-intelligence/rag/RAG interview questions.pdf,RAG/RAG interview questions.pdf,RAG interview questions.pdf,pdf,2055083,c21bf1303d72b0112a46ac3de80c1d7b3502f7b05919534fcffd5a2cb3fcbb72,interview-material,AIxFunda Newsletter — RAG Interview Questions Q&A,"Kalyan KS (AIxFunda Newsletter, aixfunda.substack.com)",,,artificial-intelligence/rag,reference-material,HIGH,,MIGRATED,Same AIxFunda/Kalyan KS Substack source as LLM/LLM Interview.pdf — part of the same newsletter's interview-prep series across topics.
artificial-intelligence/rag/RAG_Generalization.png,RAG/RAG_Generalization.png,RAG_Generalization.png,png,812740,0712418e7cbc13b5e4ed9c7f62f935b41722b64f2e7c2a8e9cf8a9a2d18e254f,diagram,"RAG Pipeline Architecture Diagram (Retrieval + Generation, with Observability/Evaluation/Monitoring/Security/Guardrails)",,,,artificial-intelligence/rag,reference-material,HIGH,,MIGRATED,"Confirmed via visual inspection: a generic RAG pipeline diagram (Private Knowledge Base -> Chunking -> Embedding -> Vector DB -> ANN Search -> Prompt -> LLM -> Answer, plus a cross-cutting Observability/Evaluation/Monitoring/Security/Guardrails band)."
artificial-intelligence/rag/Retrieval-Augmented Generation Slides.pdf,RAG/Retrieval-Augmented Generation Slides.pdf,Retrieval-Augmented Generation Slides.pdf,pdf,439171,a91c803d8a3f23efe605b2ad34f06b1444c7d76e131542f297f8efbf2c8b712d,course-material,Giáo Trình Retrieval-Augmented Generation (RAG) — RAG Curriculum/Course Material,,,vi,artificial-intelligence/rag,reference-material,HIGH,,MIGRATED,"Vietnamese-language RAG course material ('giáo trình' = curriculum), covers RAG fundamentals + a hands-on project. Filename says 'Slides' but content reads as a structured course document."
software-architecture/(Robert C. Martin Series) Robert C. Martin - Clean Architecture_ A Craftsman’s Guide to Software Structure and Design-Prentice Hall (2017).pdf,Software Architecture/(Robert C. Martin Series) Robert C. Martin - Clean Architecture_ A Craftsman’s Guide to Software Structure and Design-Prentice Hall (2017).pdf,(Robert C. Martin Series) Robert C. Martin - Clean Architecture_ A Craftsman’s Guide to Software Structure and Design-Prentice Hall (2017).pdf,pdf,6677970,b650e6ad2ce96c3cd22d9dfd176cdbcc28816bb9fc1cbb7f61d08cfb92077164,book,Clean Architecture: A Craftsman's Guide to Software Structure and Design,Robert C. Martin,2017,,software-architecture,source-material,HIGH,,MIGRATED,"Confirmed via content (informit.com, Robert C. Martin Series front matter). Filename already carries full bibliographic metadata — well-formed as-is."
software-architecture/Huy-Spec-Driven-Development-Ebook.pdf,Software Architecture/SDD-Ebook.pdf,Huy-Spec-Driven-Development-Ebook.pdf,pdf,1420393,cca3fe77fc99d14775427da1576462aebeed1599e310c8c5a8b5b09842d8c696,book,"Spec Driven Development ebook (SDD = Spec Driven Development, not 'Software/System Design Document')","Huy (huynt.dev, Technical Leader/Principal Engineer, ~10y exp)",,vi,software-engineering/ai-assisted-development,source-material,HIGH,,MIGRATED,"IMPORTANT: 'SDD' resolves to 'Spec Driven Development' (an AI-agent-era workflow methodology), NOT 'Software/System Design Document' as the folder context might suggest. Self-published by huynt.dev (same author as other ebooks in this collection, ~20000 downloads)."
software-architecture/Software Architecture Styles.jpg,Software Architecture/Software Architecture Styles.jpg,Software Architecture Styles.jpg,jpg,250069,3f328b088c498310fbcf6d11a45978190f6061f947322f4d7800f3d82a4a2188,diagram,Software Architecture Styles (wheel infographic covering 20+ styles),ByteByteGo,,,software-architecture,reference-material,HIGH,,MIGRATED,"Confirmed via visual inspection: ByteByteGo-branded infographic wheel diagram covering Layered, Microkernel, SOA, Microservices, Serverless, Event-Driven, DDD, Hexagonal, CQRS, Space-Based, and more. Filename already accurate."
,Software Architecture/System Design Playbook.pdf,System Design Playbook.pdf,pdf,4651309,feb6e7d02ad92614cf1e51c3fbbf669e52c4f4a885e792854641c6d165a0666b,reference,System Design Playbook,Neo Kim,2025,,software-architecture/system-design,reference-material,HIGH,DUPLICATE_REVIEW,RETIRED,"EXACT DUPLICATE (SHA-256 verified) of './Software Architecture/System Design Playbook_Neo Kim.pdf' — same bytes. Content confirms title 'System Design Playbook' by Neo Kim, © 2025, newsletter.systemdesign.one. Both filenames are reasonable (one has author appended); recommend keeping the author-attributed filename and archiving/removing this one as the redundant copy. [RETIRED during migration: duplicate content, other copy kept.]"
software-architecture/system-design/System Design Playbook_Neo Kim.pdf,Software Architecture/System Design Playbook_Neo Kim.pdf,System Design Playbook_Neo Kim.pdf,pdf,4651309,feb6e7d02ad92614cf1e51c3fbbf669e52c4f4a885e792854641c6d165a0666b,reference,System Design Playbook,Neo Kim,2025,,software-architecture/system-design,reference-material,HIGH,DUPLICATE_REVIEW,MIGRATED,"EXACT DUPLICATE of './Software Architecture/System Design Playbook.pdf' (identical SHA-256). This filename already includes author attribution — recommend KEEP this copy, remove/archive the other."
software-architecture/system-design/system-design-questions-ebook.pdf,Software Architecture/system-design-questions-ebook.pdf,system-design-questions-ebook.pdf,pdf,34857589,5cd8108da5f828331ea2cf6562be5a9395bf849515ab17555ad0c279139715d8,course-material,60 Days of System Design Questions: A question-a-day workbook,Joud Awad,,,software-architecture/system-design,source-material,HIGH,,MIGRATED,"60-question workbook w/ 240 explanations, self-published newsletter content. Filename already descriptive."
software-engineering/api-design/8 API DESIGN PATTERNS THÔNG DỤNG.docx,Software Engineering/8 API DESIGN PATTERNS THÔNG DỤNG.docx,8 API DESIGN PATTERNS THÔNG DỤNG.docx,docx,792460,f77b469774ca7569501f9ace2301aca023b10a6608b7d93e3db4b02f93ca5657,personal-notes,8 API Design Patterns Thông Dụng (8 Commonly-Used API Design Patterns),,,vi,software-engineering/api-design,personal-notes,HIGH,,MIGRATED,"Confirmed via content: first-person personal study notes ('mình và team đang tìm hiểu...để tham gia Hackathon') covering 8 API design patterns (REST, GraphQL, gRPC, HATEOAS, Webhooks, API Gateway, BFF, Versioning) with Python/Flask examples and external resource links. Filename already accurate."
software-engineering/performance/A Latency Handbook for SWE - Quang Hoang.pdf,Software Engineering/A Latency Handbook for SWE - Quang Hoang.pdf,A Latency Handbook for SWE - Quang Hoang.pdf,pdf,5393465,9c1912f90b973a356d5735262b8e4e8128bcec1194f23d11011169f7873dce9e,book,A Latency Handbook for Software Engineers,Quang Hoang,,vi,software-engineering/performance,source-material,HIGH,,MIGRATED,Confirmed self-published Vietnamese-language ebook on latency/performance engineering. Filename already accurate (author matches).
software-engineering/agile/cong-nghe-phan-mem-chuyen-sau-agile-overview.pdf,Software Engineering/CNPMCS.pdf,cong-nghe-phan-mem-chuyen-sau-agile-overview.pdf,pdf,12892537,fefebd4662b7954252c2820b93f5bfcf4a8bacb1806404fdeaebf80b2fb1d609,course-material,Công Nghệ Phần Mềm Chuyên Sâu — Overview of Agile Development,phuocnt@gmail.com,2019,vi/en mixed,software-engineering/agile,reference-material,HIGH,,MIGRATED,"CNPMCS = 'Công Nghệ Phần Mềm Chuyên Sâu' (Advanced Software Engineering), a university course slide deck on Agile development, copyright phuocnt@gmail.com 2019-2020. Filename is an opaque acronym — poor for stable/meaningful referencing."
career/interview-prep/FULL STACK DEVELOPER_INTERVIEW QUESTIONS MASTER.pdf,Software Engineering/FULL STACK DEVELOPER_INTERVIEW QUESTIONS MASTER.pdf,FULL STACK DEVELOPER_INTERVIEW QUESTIONS MASTER.pdf,pdf,1790786,85859ba771efdb3bbaeb80eb563643b14407efb77aa0154040296298aa6d58c7,interview-material,Full Stack Developer Interview Questions Master (title inferred from filename only),,,,interview-prep/fullstack,reference-material,LOW,NEEDS_REVIEW,MIGRATED,PDF has essentially no extractable text layer (pdftotext returns ~20 bytes total across the whole document) and page rendering was unavailable to visually verify (poppler pdftoppm not installed in this environment). Content is unverified — flagged for manual review/OCR.
devops/observability/VI-Introduction-to-Observability-with-Datadog.pdf,Software Engineering/VI-Introduction-to-Observability-with-Datadog.pdf,VI-Introduction-to-Observability-with-Datadog.pdf,pdf,11147992,8fe5b1cd751b6a418ad61eac997bbe452d9b534f278a29cd7f48064e88baf203,slide-deck,Webinar: Observability with Datadog,"Ngọc Anh (Account Executive), Hải Bằng (Solution Engineer)",,vi,devops/observability,reference-material,HIGH,,MIGRATED,Vietnamese-language Datadog webinar slide deck — thematically overlaps with DevOps/Observability with Datadog - Q&A_Follow_up.pdf (likely the companion Q&A doc from the same event series). Cross-reference these two as related.
programming/go/Three-Dots-Labs-Building-Modern-Business-Software-in-Go.pdf,Software Engineering/go-with-domain_1.pdf,Three-Dots-Labs-Building-Modern-Business-Software-in-Go.pdf,pdf,22051307,d4cbf60b3c67faf0a1edb1d894022af8f9200c76be1bc745945b7ceebd7a4865,book,Building Modern Business Software in Go,"Robert Laszczak, Milosz Smolka (Three Dots Labs)",,,programming/go,source-material,HIGH,,MIGRATED,"Confirmed 'Building Modern Business Software in Go' by Three Dots Labs, a personalized newsletter e-book copy (contains recipient watermark). Filename 'go-with-domain_1' is generic/truncated relative to the real title."
software-engineering/diagrams/Activity Diagram.pdf,Software Engineering/diagram_guide/Activity Diagram.pdf,Activity Diagram.pdf,pdf,351107,d752c59dcdc1956743040a05e8876d2c82a72fa071934759addd908e830cab1a,tutorial,Activity Diagram,,2019,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Part of coherent UML/diagramming course-notes collection; recommend grouping as software-engineering/diagrams/.
software-engineering/diagrams/Architectural Design Guide.pdf,Software Engineering/diagram_guide/Architectural Design Guide.pdf,Architectural Design Guide.pdf,pdf,1176075,7aef5d4943360f74dbce9f11ca3b32d3ce9ed4895d3ab58eab4ee97bee9e2594,tutorial,Architectural design Guide (Notes for Proj#3),,2019,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Course project notes; same collection.
software-engineering/diagrams/Class diagram guide.pdf,Software Engineering/diagram_guide/Class diagram guide.pdf,Class diagram guide.pdf,pdf,1249181,58b20a194dc3e70070ef9ace7df55f917fe0b08f53482d7c187146e3f24db36c,tutorial,Class diagram guide (Notes for project #4),,2019,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Same collection.
software-engineering/diagrams/Mock-up.pdf,Software Engineering/diagram_guide/Mock-up.pdf,Mock-up.pdf,pdf,445653,706125659c788c39f33914c7bd8e9c5630d34db48d5a7d822d6d7ce5a6f39659,tutorial,Mock-up,,2020,en,software-engineering/diagrams,reference-material,MEDIUM,,MIGRATED,Not UML per se (wireframe/mockup/prototype) but same course collection.
software-engineering/diagrams/Sequence Diagram Guide.pdf,Software Engineering/diagram_guide/Sequence Diagram Guide.pdf,Sequence Diagram Guide.pdf,pdf,916693,7a2a1fea20add002d471eb4c3c7e6ad77d8df33dce1088d3e68ca233bf35d7a3,tutorial,Sequence Diagram Guide,,2019,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Same collection.
software-engineering/diagrams/State Diagram Guide.pdf,Software Engineering/diagram_guide/State Diagram Guide.pdf,State Diagram Guide.pdf,pdf,418554,ae0c2abf9251c93cc4c3cfa577e313f41591f32d0505e6e618bd0b55191732be,tutorial,State-chart Diagram Guide,,2019,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Same collection.
software-engineering/diagrams/WebApp_20200215.pdf,Software Engineering/diagram_guide/WebApp_20200215.pdf,WebApp_20200215.pdf,pdf,888935,586de6761a7135e6bc48a85a39e5a79904b02aa5a1ded3077601abefeadb5452,tutorial,Web App,,2020,en,software-engineering/diagrams,reference-material,MEDIUM,NEEDS_REVIEW,MIGRATED,"Topical outlier in this folder (web/HTTP basics, not UML diagramming) though same course-notes provenance. Flag for possible relocation."
software-engineering/diagrams/how-to-write-good-use-case-names.pdf,Software Engineering/diagram_guide/how-to-write-good-use-case-names.docx.pdf,how-to-write-good-use-case-names.pdf,pdf,150907,31d979f8c3b1bc0f292d6b8f53fc65661a7b7e8793f2fd8a5a7baa65f09c3aff,reference,How to Write Good Use Case Names,,,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Double-extension artifact from docx->pdf export.
software-engineering/diagrams/uml_refman.pdf,Software Engineering/diagram_guide/uml_refman.pdf,uml_refman.pdf,pdf,4045642,bf0d2b6fd64ecebee082d1556875c49d73a0e08c79b08e3d9f4a6148bf47ff94,reference,The Unified Modeling Language Reference Manual,"James Rumbaugh, Ivar Jacobson, Grady Booch",1999,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,"Authoritative UML reference book by the 'Three Amigos', anchors the diagram_guide collection."
software-engineering/diagrams/use_case_diagram.pdf,Software Engineering/diagram_guide/use_case_diagram.pptx.pdf,use_case_diagram.pdf,pdf,152630,a01d75dc44c9dd01eaeb6dcc2a12c7289e92dde1f0969161d82644760b798f88,tutorial,Use case diagram,,2021,en,software-engineering/diagrams,reference-material,HIGH,,MIGRATED,Double-extension artifact from pptx->pdf export.
